text,label
가고 싶은 데가 어딘지 정확히 모르겠어.,0
그래서 인공호흡을 안 하고 그냥 가슴 압박만 하는 거를 배웠는데 근데 그분이,0
그 뭐야 너 가족들이랑 여행간 거 중에 제일 기억에 남는 게 뭐라고?,0
운동선수 친구가 편한 거 같아. 딱 털털하고 뭐 그런 애들 있잖아 쿨한 애들.,0
고속도로 나는 그 그 뭐라 해야지? 그 속도 내고 있는데 차선 바꾸는 게 너무 힘들다고 해야 되나?,0
근데 어차피 단기로 일 할 바에는 힘들어도 그런 게 나은데 난 그래서 난,0
나는 그 취업 추천을 내가 그 지인도 없고 해서 아 엄마가 저번에 엄 그 우리 엄마 그 영업 그 하시잖아. 밑에 뭐 들어올 얘들 있니? 하면서 그러더라고 그러시더라고 근데 할 얘들이 없잖아. 아니 너 그거 하잖아. 치과,0
아 어 근데 거기서 훠궈를 먹었는데. 엄청 엄청 좋긴 했어. 나 훠궈 몇 번 안 먹어보긴 했는데.,0
난 있을 거 아냐 나 있잖아. 난 이제 해야 해야 될 수도 있어 나는. 어.,0
그 사람 그 사람 사람이냐 사람인가,0
혼자 먹었어.,0
나도 없어.,0
근데 진짜 돈이 부담이 돼. 나도 그때 맨 처음에 살 때 아 진짜 비싸다. 이거 어떻게 먹고 살지? 진나 이 생각 했었거든. 그러니까 당연히 언니도 부담이 되지. 그게 손 그게 아무리 싼 가격이라 그래두 뭐 밥값 대신이라 그래두 그것만 먹고사는 것도 아니잖아. 우리가 그것만 사는 것도 아니구 이것저것 사야 되는데.,0
어 닥쳐서 하게 되잖아. 맞아.,0
화나잖아. 당연히 그래서 누군데 이랬어. 그 얘기를 할 사람은 학교 사람이나 뭐 내가 아는 사람이나,0
그래서 이번에야 말로 정말 창작인 거지. 우리가 지금까지 이제 어 했던 모든 초코렛이나 뭐 아끼미나 뭐 이런 것들은 기존에 께 있었고 그리고 행함도 이제 창,0
했을 때 정도 군대를 다녀오고 나서 유언 그거 요원도 요원이지만 경 경호원 같은 그런 공부를 해갖고 한 삼십 대 초면은 갈 수 있지 않을까 생각하고 있는데,0
아 그래서 그나마 내 선에서 내가 도와줄 수 있는 선에 있는 사고를 칠 거면 내가 도와줄 수 있는 선의 사고를 치라 그랬지,0
칵테일 아니라 와인 그거 내가 마셨어. 어.,0
근데 내가 예전에 외주를 받았을 때,0
학교생활,0
가야 되나 말아야 되나 디거 고민중인데,0
근데 임원은 없어 그런 거. 하나도 없어. 그니까 어? 그래도 조금 있지 않아? 이러는데 하나도 없거든. 그니까 감면 다 이런 거 없고 면제 없고 기프티콘 없어.,0
그리고 좋은 사람 만나서 결혼을 하고 그리고 차도 있고 집도 있는 것이 나에 꿈과 희망?,0
아 나는 학교여도 아싼데 뭐가 아 아무것 아무도 나랑 이제 친하지가 않은데.,0
차라리 그거 말고 다른 거 보는 거 어때?,0
야 대구는 따뜻해 일단. 대구는 춥다고 할 수가 없을 거 같애. 내가 봤을 때.,0
거의 그리고 건대 가고,0
아 맞아 전공이랑 연관 있는 시다바리에요.,0
아 담배 못 끊겠어.,0
그지. 엄청 대신 엄청 비싼 만큼 그 값을 했던 거 같애.,0
내가 볼 땐 안 나와.,0
음 부정 같은 거 그 다른 것도 그러고 그전에도 있긴 있었는데 이제 최근에 생각나는 건 그거 복수가 돌아왔다. 딸이 많이 보니까,0
너무 그 게임기로 버는 돈보다 더 비싸다 싶어가지고 그냥 이거는 고물상에 팔아버리자 해서 코드를 뺀 거야.,0
네 이번주에 완전 끝.,0
어 약간 한식보다는 외국 음식께 약간 거부감이 별로 없어가지구 에 잘 먹는 편이었어요.,0
공부는 열심히 할 수 있어.,0
똑 똑 똑 주리세요?,0
나는 약간 위약금 남아있었어.,0
넣기 싫어질 수 있잖아.,0
응,0
많이 가면 택시를 못 타.,0
어. 아침부터 배 아팠어가지구. 어제부터.,0
겁나 딱딱한 거 그거밖에 없어.,0
응 응 응 응. 응 응 응.,0
한 손으로 하기에는 좀 불편하거든. 왜냐면 또 내가 식스를 쓰다 글 하니까 식스 땐 진짜 한 손에 다 잡혔는데 안 되는 거야. 그서 막 두 손 잡고 해야 될 때도 있고 그래 가지고,0
보통 좋음 사이가 오십으로 알고 있거든. 내가 되게 숫자가 낮아. 근데 오늘 거 보니까 백 구십 이까지 올라가더라고.,0
평균 구십 넘지 않았어? 그때도,0
어딘지 기억나?,0
어 아직도 팬이야?,0
오 진짜 나는 약간 내 생각에는 네모 그런 데 가면 화장실이 없어서 되게 불편할 줄 알았어. 근데 화장실이 있네?,0
일 위 클릭하잖아?,0
아 그래서 어디 갔는데 그때 그럼?,0
아 나도 그거 스포 당해갖고.,0
소주병 그거 아홉 병. 많이 나오면 아홉 병 반까지 나온 사람도 있대.,0
그렇긴 한데 누가 근데 야 솔직히 대학생 중에 대학 TV 보는 사람 한 명도 없을걸?,0
갑자기?,0
맞아. 그리고 그 언니 되게 기프티콘 이런 걸 되게 턱턱 막 주는데 엄청 쿨하고 멋있는 거 같애.,0
사 사 사 온가? 뭐 그렇게 나왔어. 근데 이번에 걔 이 점 칠 일 나왔잖아. 난 이 점 구 일이란 말이야. 거의 비슷해.,0
아 삼 인으로만?,0
그건 내가 모르지.,0
그래도 오늘 장학금 들어오면은 돈 많이 들어올걸?,0
그 사회 문제를 다루는 교과 면접이라서,0
옛날엔 뭔가 그런 말을 하는 사람은 까탈스러운 사람? 이런 게 있었다면 요새는 이 말을 못 하면 아 내가 뭔가 손해 보는 사람? 그런 게 생겼지.,0
아 진짜? 한두 시간 하나?,0
왜? 남자 그룹도 없어졌어?,0
이젠 알았어. 입을만한 옷이 아니라는걸.,0
그게 좀 빡세타꺼 빡셀 거 같드라고 그 나가는 시간대가 이제 말로는 주간 한 번 나가고 야간 나가고 그다음에.,0
된 게 없다. 아무것도,0
그니까 아직은 연락이 안 와도 상관이 없긴 한데,0
나 산가 떴어.,0
근데 그럴 수밖에 없을 거 같애. 계속 그렇게만 사이클이 돌아가면은 너무 힘들 수밖에 없잖아. 누군가 한 사람이 없어지면은 다른 사람이 너무 힘드니까.,0
십 육 년 십 오 년 그때 당시 그 담당 거기 목사님이,0
어 우리 작은 누나가.,0
아니 라면 먹고가 아니고 그냥 모르게 체했어.,0
카톡해서? 지금 바로?,0
간호사 중에 뭘 어떤 간호사가 하고 싶어?,0
그치. 두헌이는 언행 불일치의 대표적인 사람이지.,0
나는 PC방 가면 하는데 요즘 PC방 갈 시간이 없어서 게임을 잘 못 하게 되네? 데 보는 건 좋아해서 뭐 방송으로 보기는 해. 스타크래프트라던지 워크래프트라던지.,0
우리나라 뭐야 한 한식 뷔페 같은 거. 어 맞아 자연 별곡 자연 별곡 이렇게 세 가지 써놔가지구 투표를 했어. 어디를 갈지.,0
저는 그래가지구 그냥 뭐 던지건 말 오히려 그냥.,0
걔 뭐 하는지 모르겠어.,0
아 원래 이과 머리구나?,0
그럴 때도 있어. 막 갑자기 막 회오리 막 되고.,0
아 너도 만약에 딱 죽을 때쯤에 눈 감는데 공익으로 갔다 온 거랑 RT로 갔다 온 거랑 뭐가 더 좋았을 거 같애?,0
태워다 주고 어? 그리고 지 응? 좀 쉬는 거지. 이 사람아 뭐해 뭐를,0
우선 내 아이 아 어떤 주제에서도 내가 말하고 싶은건 항상 이거였어. 지금 정부는 되게 안 좋다.,0
돈 필요할 땐 안 찾아도 오고,0
아잉가 그런 거 아무튼 샀어 막 볼펜 같은 거 색연필 같은 거,0
받아 봐야지. 검사도,0
때부터 제 나이로 보기 시작하다가,0
방심하면 한다.,0
어 라오스? 근데 저번에 얘기 한 번 하지 않았었나?,0
어머니가 껴줬어?,0
아니 하면 하지 아 근데 근데 귀찮아가지고 이게 집에만 있으니 이게 나오면 하는데 집에 나와서 해야 될 거 같애 께임은 어쨌든 던파는 솔직히 한 캐릭 당 삼십 분도 안 걸리잖아 잘만 돌리면.,0
약간 심장이 뛰었다니까.,0
이번에 근데 나 기본 에이 두 개 깔고 간다. 뿔도 아니고 왜냐면 마절론이랑 본강이 재수강이라서 아무리 잘 해봐야 에이밖에 안 나와.,0
몰라.,0
그래가지고 오빠가 기억에 많이 남나 봐. 좀 그렇게 헤어질 수밖에 없었던 애를,0
왜 소개 그 왜 소개팅 그 싫다고.,0
아 진짜?,0
재밌었는데 이젠 그렇게 못 모여.,0
아 그러면은 약간 식당이나 뭐 가게 같은 거 차리면 어떨까?,0
아 그런 거 해조류? 아 맞네.,0
난 진짜 문학 쪽인 거 같 나는 약간 교직 쪽 갔음 문학이었어.,0
그렇게 온 사람들이 엄청 많았던 거야. 그래서 b 뭐야. 뭐야. 이러면서 기웃 기웃하면서 구경하는 사람들도 있었는데,0
그래서 운전 아파트면은 운전을 굳이 안 해도 되는데 운전 안 하는 곳을 찾아야지.,0
누구?,0
제대로 먹었을 때는 스무 살 때 먹었지.,0
야 십 년이면 다지.,0
한 친구가 되게 심하게 폭행을 당한 건데.,0
난 도와주는 건 주 알았어.,0
거 언제부터 한 지 알아?,0
지금은 기르고 있는 거 같애.,0
솔직히 걔네 빼야 되는데,0
수학여행 어디로 가는데?,0
뭐야. 그게,0
아니야. 넌 할 수 있어.,0
플랫 화이트 그 플랫 빵에다가 에그 마요 진짜 맛있더라.,0
왤케 오래됐어? 벌써?,0
아 맞아. 거기 다리 놓자고 막 그랬었는데 그 거리가 일정 거리가 돼야지 다릴 놓을 수 있대.,0
나도 군대 갈 때 머리 자를 때 별 감흥 없었어.,0
아 이름을 까먹었다. 그 사람. 어제도.,0
으 응,0
공익들이 그렇거든 그 무슨.,0
당연하지. 너도 일 물어볼걸?,0
아 그래 가지구.,0
난 옛날에 코봉이 해가지고 코 모양 이모티콘 알아? 그거였거든 맨 뒤에. 앞에는 하트고 뒤에는 코 모양이었단 말이야.,0
통장에 돈이 보일 때? 가장 재밌는 거 같애.,0
다음 달에 만 원이야? 오,0
인강 듣긴 했어.,0
그거 이후로 아 그랬나.,0
하면 편하지 근데 요즘 사람들 라섹이나 라섹 한 사람들 눈 보면은 점점 안 좋아진대. 안 보인대,0
어제 재밌었거든. 그 수완이라고 꼬맹이가 있었는데 그 가출하고 오나라가 막 찾으러 다니고 그런 내용이었어.,0
너 안 했어? 성형인 했는데 그렇게 하면 광고 아예 안 뜬대.,0
까 망할 솔직히 일 년에 이십만 원 약간 쫌,0
아 바로 이어서 살 수 있게?,0
월세거든?,0
응. 별로 힐링하는 느낌이 안 들어.,0
그건 아닌 거 같애? 나였음 헤어졌다.,0
왜냐면은 걔네 장덕철 하기 전에,0
어 나도 그거 재밌게 봤어.,0
응 오빠 베트남 갔다 온 거,0
그래. 그러면 뭐 트레이스는 그렇다치구 아무튼 올해는 공연을 좀 올해는 좀 많이 볼라고.,0
맞아.,0
안 잊어먹잖아. 나 내 내가 눈 감고도 그 책 읽을 때까지 인자 할라고. 근디 그 선생님이 지금 팔십 이 세나 됐는데 과연 얼마나 사실란가. 그것도 궁금해.,0
우리가 부산까지 가는 데 꽤 걸리잖아 ktx 타고 가는 게 아니잖아.,0
아 그때 포기했는지 모르겠는데 점점 사그라들었던 거 같애.,0
솔지 노래 잘 하지. 어. 솔지 말고 또 누구?,0
그래서 이제 그거를 연기를 했는데 다시 그 연기를 한 거를 포기하는 신청서를 제출 해야지 상근을 갈 수가 있어.,0
일할 때만,0
그런가 봐.,0
아시다시피 십 팔 년도에는 일 육 학번 애들이 다 여자애들은 휴학을 하고 남자 애들은 군대를 가서 없었어요 그냥 일 육 학번 애들이. 그래서 말을 걸 사람이 아예 없었어요.,0
왜? 왜 해? 갑자기? 어,0
거기 당근 케이크 맛있었는데,0
따로 얘긴 안 해봤어?,0
그래도 난 다행인 게 룰을 잘 몰라 그런 게임 룰 같은 것도 잘 몰라.,0
음. 요즘은 아예 안 보지.,0
어깨 막 어깨 다리 가슴 등 이두 삼두 뭐 이런 식으로 나눠 가지고 한단 말이야 그럼 너네도 너네 나름에 그게 있겠지. 거기서 주는 근데 그런 거 따라 하고,0
안 돼 안 돼 안 할 거야.,0
그럼 어떤 방법으로 만나서 어떻게 결혼할지 너에 계획을 설명해 봐.,0
근데 대박이다. 하 하긴 근데 할아버지 뭐 야 진짜 나 같애도 내 손녀가 이화여대 갔으면 진짜 자부심 대박이긴 하겠다. 근데 이화여대도 여댄데 교 청주 교대도 교대니까 선생님 그건데 할아버지 잘 모르셔서 그런가?,0
팀이 되게 많아. 막 여덟 팀인가? 아홉 팀인데 그 팀당 감독이 한 명 있지.,0
아니 근데 뭐 그런 건 어쩔 수 없고,0
그냥 저기 갈까? 가서 사람 만면 어. 걍 기다려.,0
근데 둘째 오빠가 내 눈치 그 이제 창문이잖아. 거기서 날 본 거야. 근데 내가 진짜 똥 씹은 얼굴로 진짜 엄청 힘들게 막 접시 닦고 막 부르면 뛰어가고 막 그랬었거든.,0
나 나 들어오자마자 에어콘부터 봤잖아.,0
그리고 막 좀 그러다 보니까 근데 좀 가끔 가다 보면 좀 그런 게 좀 부러워.,0
아 그 동아리도 요새 안 좋아져갖고 상 상황이 그까 안 좋아졌다기보다는 아예 학교에서 요새 동아리 없앴대. 고등학교 경목고 애들 그래갖고,0
아,0
그래서 사실 우리 또한 취업을 빨리하고 싶긴 한데 난 대기업을 가기도 싫고 그렇다고 공무원 시험을 보기도 싫거든. 그래서 나는,0
어 좀.,0
보기도 안 좋고 뭐 닦는 건 좋다. 이건 지만은,0
어. 내용이 어 그 스토리 전개가 엄청 빠른데 그거를 약간 쫌 한국 영화 특징이 예상이 가능하잖아. 그리고 너무 아주 작은 실마리가 어 우연치 않게 아주 의도적으로 이렇게 맞아져 가는 과정이 내가 쫌 쫌 아쉬웠지만 그래도 나름의 재미가 있는 거 같애. 한국 영화 예전에는 진짜 못 봐 줄 만했는데 지 요즘에는 볼 만해. 어. 사람들이 많이 보는 이유가 있는 거 같애.,0
어 갑질. 당장에 우리 고객만 해도 갑질이 장난 아니잖아.,0
모르겠어. 약간 이런 오 약간 오르비 같은 사이트가 약간 좀 정확하지 않냐?,0
결혼식 부페,0
뭐 뭐는 내가 할게 너는 뭐 할래? 요렇게 웃는 거? 그것도,0
술병까지는 모르겠는데 걔가 뉴질랜드 유학생이잖아. 거기서 일진설 그거 다 제니야. 걔네 무지 나머지 세 명 아무런 루머 아무것도 없어.,0
니 병장 때쯤에 간 거야? 거기? 그 상황실에,0
아무것도 안 했는데 나 스무살에서 갑자기 스물 세 살 됐어.,0
팔십? 팔십 이 정도 받는다고. 돈 진짜 못 번다고 하더라고. 근데 걔네는 연예인 스케줄에 따라서 맞춰야 되니까 또 자기 그게 없잖아. 일상? 패턴 그게. 맨날 바뀌니까 힘들 거 같애. 난 못해.,0
그 그 뭐지 많이 사는 게 계속 위로 베스트에 뜨니까 계속 그럴 수밖에 없다고.,0
노인네야? 되게 가만히 아무것도 안 하게 되고 그렇네. 너 되게 표정이 이 말할 때 표정이 되게 찍고 싶었어. 되게 인생 이 회차 이런 느낌.,0
아이 꿇었어 걔가 유학 갔다 와가주구 인도 유학 갔다 왔대. 그래가주구.,0
아 물어봤어? 일주일.,0
저는 처음에 그 노래를 딱,0
예술이라고 해섯 꼭 예고 예중에서만 어 배울 필요는 없는 거 같애요. 우리나라가 사실상 그렇게 전문적이진 않아요. 예고나 예중이.,0
맞아.,0
일 일 차에서 자는 게 어디였지? 자는 데가.,0
너가 원장선생님하고 나를 써줘,0
하 한 달 정도 도는데 하 한 달까진 아니고 한 이십 일 정도 도는데 육백을 육백이 들었다 그러드라구. 그러니깐 그게 뭐 사실 부모 입장에서 쉽게 쉽게 배낭여행을 보낼 수가 있는 게 아니지. 자기 혼자 스스로 떠나는 게 아니니깐.,0
그러니까 그 이태원에서?,0
아 나 여진구 별로야.,0
그래. 빨리 여자 여자도 좀 만나고 그렇게 살자. 지금처럼 그렇게 사지 말고 대한아.,0
정소희 걔는. 걔 전과한다. 했었잖아.,0
그걸 보여 달래. 이제 그 패 여권을 보여달래. 그래서 여권을 보여줬는데 이 나이 안 맞는 거잖아. 그래서 이제 바로 이제 그 그냥 도 다시 돌아가라고 했대.,0
그렇게 가리키면서도 내 딸이 너무 이렇게 막 이렇게 인사를 하면서 막 구부리는 거 자체를 그렇게 아주 환호는 안 하는 안 했어. 그게 근데 그 심리가 어 어떤 심리에서였는지 모르겠어.,0
재밌는 에피소드? 그냥 불 난 게 제일 재밌었어. 막 불 나가지고 막 약간 전쟁 난 거처럼 아 전쟁 나면 이러겠구나,0
우동?,0
나는 그거 말고도 그냥 알바자리 정도 알아보고 있었는데,0
근데 저는,0
가이드가 너무 열심히 하니까.,0
아니 내가 여름에 안 안 갔었거든? 그래서 갔는데,0
근데 애타에서 제어 제어라 했대.,0
근데 그리 큰 상관 없다. 생각하거든? 그 수염 때문에 만약에 너를 손절 할 정도면.,0
야 나 완전 뛰어다녔어.,0
미국은 뭐 잘 사니까 거기 가게 되면 되게 잘 살 것 같다.,0
모르겠다. 나도 그 뭐지 영 유트브로 영상 몇 개 밖에 안 봤는데. 근데 어차피 일단 우리 집에선 안 돌아가거든. 그래서 사든 안 사든 PC방에서 해야 돼.,0
아 영상으로 뭐 재밌는 거 안 봐?,0
못 해도 이 년은 넘었어.,0
그거가 안 되면 만약에 면제가 안 되는 건가? 마약에 오십 명에 못 든다면.,0
그래서 지하철 타고 갈 거야?,0
그 내일 아침에 일어나면 그거 또 그거 신청해야 돼. 쿠팡.,0
어. 판매가 되야 그때부터 과세가 되는 거고.,0
그랬나?,0
반주 교회서 하고 싶어.,0
그냥 피똥 싸야지 근데 우리 대화 내용 더러워,0
내가 한 번 연락해볼게.,0
그래서 일단은 내 마음이 내 마음을 약간 다 잡고 내 마음을 약간 치유하고 내가 내 나를 좀 다시 보고 이렇게 시작하는 게 나한텐 제일 좋지 않을까? 싶은 생각? 근데 무조건 거기 한다고 해서 잘 되는 것도 아닌 것 같애. 그리고 약간 그 선생님 그런 게 있어. 근데 그 기숙 학원은 완전 시골에 있거든? 그래서 그 선생님이 질이 별로 좋지가 않대.,0
여잔데. 누나는. 맞잖아.,0
너는 사업 뭐 없었니? 계획 한 거? 생각해 본 거 그냥,0
나중에 같이 가자. 고기 옆에 막 워터파크나 그런 것도 있거든? 여름에 가면 진짜 재밌을 거 같애.,0
아니 어,0
일단 결말 가면 결말 쪽으로 가면 갈수록 좀 내용이 이상해져가지고 쪼금 별로였고 그리고 좀 너무,0
아니야 우리 학과만 우리는 단과대잖아. 간호대학 그냥 어 어 어.,0
하체 운동 안 하지.,0
그니까 어트게 보면은 우리는 최대한 그,0
니가 몸으로 아르바이트하는 건 거의 처음 아니야?,0
그니까 너랑 나랑은 천생연분인 게 너랑 나랑은 같은 남자를 두고 싸울 일은 없어.,0
인제 그럼 어르신들이 약간 우리 나이 아 나이로 치면 한 사십 대분들이 하시는 매장도 있고.,0
근데 알람도 안 맞췄지. 어차피 출근이 열 한 시니깐. 솔찍이 세 시에 자는데,0
너가. 너. 어,0
공부가 요즘 공부에 의미를 몰라가지고 형 공부하는 그냥 의미가 있어?,0
귀찮았었을 수도 있어.,0
내가 제발 하 이사 좀 가라고,0
난 안 들려.,0
응. 그 귀신 얘기 들어본 거 같애.,0
원래는 다 발표를 하는 거였거든? 근데 지원자가 폭주를 해가지고 발표도 못 하고 네 팀 정도만 꾸리겠대.,0
그렇긴 하지. 그건 어쩔 수 없이 거기 맞춰서.,0
해보고 싶은 거지. 그래도 뭐 차이는 없을 거 같긴 한데. 이왕에 어. 이왕에,0
진짜 너무하다.,0
튀,0
아쉽지만.,0
그런 사람을 위주로 지원을 해 주겠다 이건 거지. 그까 나라에서는 돈 꽁짜로 주지 않지. 우선은 니가 창업을 할 거면 얠 배워서 바로 몇 개월 안에 창업을 할 수 있는 사람.,0
시간 애매하겠네? 다섯 시 반 여섯 시 반,0
나는 유치원이 제일 생각 없이 놀았으니까 유치원이 제일 좋았어. 약간 공부 스트레스가 너무 받았었어. 우리 엄마 약간 시험 기간만 되면 완전 괴물로 변해가지구.,0
음. 내 이 나 못 봤는데 이해가 항 항상 안 갔어. 왜 저녁이 더 쌀까. 두 세 시가 더 쌀 거 같은데.,0
아직 잘 모르겠어. 십 이 월 일 일날 체크인이거든.,0
몰라 기억도 안 나. 작년 여름에 했어.,0
아 우리 대학 가면 우리 진짜 반 떨어지면 어떡해?,0
뭐 하느냐고?,0
아니 그냥 생각을 막 하고 있으라고. 그냥 알아보는 건 니가 하는 거지.,0
음 나중에 결제하면 그걸로 해야겠다.,0
다섯 시에? 다섯 시가 처음인가?,0
숙박? 아니 잠깐만 숙박 그냥 거기서 묵는 거?,0
그니까 근데 기숙사가 내가 알기로는 아니 방학에 뭐 무룐가 아 아니면 저렴하게 아 할 수 있거든?,0
봤어도 잊어먹는다니까 메모 안 하면.,0
카페 같은 거 이런 거 하면 좋을 거 같은데.,0
그것도 있고 그리고 이탈리아는 꼭 가 보고 싶고 그냥.,0
그 모든 게임이 다 원래 만렙을 찍고 시작해요.,0
어. 그런데 내가 스물 한 일곱 살 때 그 스튜어디스 한 번 해보겠다고 그때 동네에서 수영을 배웠어. 그래서 자유형이랑 배영까지 배웠어.,0
이건 무슨 뜻인냐?,0
음 그렇지. 평소 실 말들이 그러니까,0
영국은 물가 되게 비쌀 텐데.,0
아 제주도? 근데 진짜 한 게 없어서 맞아 그냥 호텔에서만 있다가 차 타고 먹으러만 갔어 볼 것도 없잖아 사실,0
응 직접 촬영은 까지 아니 아 다행이네 아 너가 패션팀이어서.,0
안 울었대?,0
그런 행동을 좀 많이 하는 거 같기도 하고 언어도 엄청 많이 배운 거 같고,0
어. 너도 오늘 안 할 거잖아.,0
그르 그르케 말하면 할 말이 없네.,0
근데 근데 팔급 단어가 다 그런 쉬운 거 아니야?,0
아 그럼 너 일본인 작가는 뭐 아는 사람 있나?,0
어 근데 너는 못이길 거 같애.,0
중학교 연 연락 중학교에서 연락하는 애들 많이 없고,0
혹시 아는 곳 있니? 나는 이 근처에 대해서 잘 몰라가지고.,0
우리 언니?,0
내가 이 월 말에 오 나올게 이 월 말에.,0
갑자기 누가 뿅 하고 나타나?,0
아 진짜지. 홈쇼핑에서도 고로쇠 팔던데? 나 그거 진짜 먹어봤는데 진짜 달고 맛있어. 근데 그거를 냉장고에 너 놔야 돼. 밖에다 내놓으면 쉽게 부패해.,0
그 그나마 여자같이 생긴 애. 한 명은 남자같이 생겼고.,0
아 그래서 나도 만약에 진짜 정 안 되겠다 싶으면은,0
어. 그거 거기에다가,0
게서 그게 너무 짜증나가지구 그때 지우기 시작해서 계속 가 그래도 보고 싶어서 막 다시 깔고 지우고 깔고 지우고 하다가 결국에는 끊었어 아예.,0
모르겠다. 어떻게 할지,0
엑 응,0
너무 빠른 거 같애.,0
그래 뭐 놀든 공부를 하든 모든 더 열심히 할 걸 있잖아.,0
현장 나가는 게 어 나아 어떻게 보면,0
컨트롤 일 이 삼 사가 차에 탔을 때 자리 옮겨 타는 거.,0
하 소름.,0
나 관심 없어가지고.,0
면허 딴지 얼마가 돼야,0
아니 아니. 그 미술 선생님 학원 쪽.,0
아 그치.,0
여자는 나밖에 없으니까 그냥 나한테 시키는 거지. 근데 뭐 어떡해 해야지. 알바니까. 근데,0
어 너도 할까 이 생각?,0
피티할 때 근육 운동하는 거 같이 엄청 심해. 진짜 이게 요간지 피틴지 모를 정도로 난 아직 물구나무서기는 못하지만 잘 안 되지만. 어. 엄청 빡쎄.,0
택견 아닌데.,0
나도 그 정돈 못 하는데 그냥 막 머리띠 쓰고 그런 거 정도는 할 수 있으니까. 근데 그것도 또 힘 겨울에 하고 막 이러면은 또 힘들고 덥고 하겠지.,0
아 그랬구나.,0
그거는 내가 걔랑 한 번도 얘기를 안 해봐가지고 잘 모르겠다. 그리고,0
아 계속 눈치 주거든 막 버스에서 셀카 볼 때나 뭐 거울 보고 만지고 할 때마다 아 그만 좀 보라고 또 셀카 보냐? 하면서,0
그래서 나는 최근에 근데 그래도 요즘엔 일부러 여성 쪽에서 그런 좋은 발견을 하는 사람이나 좋은 연설 하는 사람들? 그래도 찾으려는 노력이 좀 커지는 거 같아서 나는 그건 좀 보기 좋은 거 같애 요즘은. 강연 같은 거 보면?,0
와드 스킬은 생겼는데 와드 템 자첸 없어.,0
내가 옛날에는 세게 키운다 막 이렇게 얘기했었잖아. 나는 내가 나도 강하게 자라왔으니까. 근데 지금 생각해보니까 아닌 거 같애. 군 생활하면서 똑같은 사람이 되기는 싫더라고. 그래서 약간 지금 요새 마인드가 많이 바꼈어.,0
이까 아까 기억날 거 아냐. 어디로. 남쪽이지 남쪽. 바닷가 쪽에. 어,0
나는 나는 코타루를 사실 반딧불이 그거 볼려고서는 간 거였었거든. 근데 갈 때마다 비가 너무 많이 와 갖고,0
숨 쉬는 게 되게 힘들고 일단 목이 너무 아파. 그 내 나 거의 진짜 한 삼 년 정도 목에 진짜 가래가 너무 심하게 끼는데,0
그래서 그 이제 밥집 얘기로 다시 돌아갔는데 난 최근에 요즘 집에서 밥을 잘 안 먹다 보니까 이제 밖에서 먹으면서 여러 군데를 가 봤는데,0
다 큰 거야. 응.,0
데 난 항상 외국인한테 받았었거든.,0
오빠한테 여 온다. 말 안 했는데.,0
얘가 고양이도 편한 자세가 있고 불편한 자세가 있대 근데 고양이를 안을 때도 아기처럼 안으면 안 된다고 하더라고 이렇게 가슴통을 잡고 옆으로 편안한 자세 왜 고양이들이 약간 옆으로 이렇게 잘 누워있잖아 이렇게 누어야 되는데 아기들처럼 이렇게 누우면 자기가 불편하니까 앞에 있는 걸 공격대상으로 생각하고 물어 버리는 거야. 근데 예전에 언니 누구지? 영감이.,0
맞아. 피자도 맛있었어.,0
나 집에서 나오기 전에 싸고 생각하고 나왔어.,0
길거리에 애들이 없어. 그서 왜 애들이 이렇게 없어 내가 우리 애들이 다 커서 관심이 없나? 하고 보니깐 애들이 너무 없고 초등학교 한 반에 반에 이십 명 이십 오 명밖에 안 난 안 된대. 그래서 우리나라가 지금 그게 심각하고 젊은 애들이 한 명 아이 키우는데 아이 성인 만드는 데까지 삼 억이 삼 억이 든대. 그게 통계가 나왔잖아.,0
나는 우선은 뭐 돈을 많이 지원해 주 그것도 있고 그거뿐만 아니라 난 또 워낙에 아팠었어 가지고 그래서 나 안 피는 거지 그때 피 한 번 각혈하니까 어 이건 안되겠다. 아 피면 안 되겠구나 싶더라고 데 지금도 되 되게 피고 싶은데 참는 거지 뭐 끊는 거 없는 거 같애 그냥 참는 거지.,0
요즘 출첵을 되게 꼼꼼히 하더라. 저번에는 거의 안 했는데. 계속 사람들이 빠지니까.,0
아 긋도 최저시급의 영향을 받아 월급제도?,0
무슨 퀘스트만 퀘스트만 깨다가 다 끝나는 거 같고.,0
아 이모부?,0
발에 쥐가 왜 나지?,0
얼마야?,0
멀어?,0
난 자유 이용권도 못 받았어 가지구.,0
그래서 그분이 정말 착하시대요. 그래서 너를 케어해 줄 수 있을 거 같은 그런 사람이래요. 그랬는데. 저도 딱히 그냥. 어,0
아 그리고 무슨 내 친구가,0
태희도 오만 원 낸 거 같은데?,0
아니. 누 서린이가 플라잉 요가 그 천 이렇게 천장에 매달아 놓고 하는 거 있잖아. 그거 했다 그러지 않았어? 서린이가? 아닌가?,0
반찬도 단순하게 먹었지. 왜냐면 내가 먹을 수 있는 게 한계가 있으니까.,0
요즘 어때? 너네 회사?,0
그니까 나는 변할 수 없는 부분들이 있드라고 생각을 하니까,0
어. 난 정말 놀랐어.,0
맞아 난 괜찮아.,0
어디지? 종마 목장 막 이런 데도 가고,0
아 나 진짜 뭐 먹지. 일단 고등어 회는 먹을 거고. 내 진짜 맛있음.,0
애플 매장 홍대에도 애플 매장 있고,0
